disasterNumber,declarationDate,incidentType,pwNumber,applicationTitle,applicantId,damageCategoryCode,damageCategoryDescrip,projectStatus,projectProcessStep,projectSize,county,countyCode,stateAbbreviation,stateNumberCode,projectAmount,federalShareObligated,totalObligated,lastObligationDate,firstObligationDate,mitigationAmount,gmProjectId,gmApplicantId,lastRefresh,hash
4856,2025-01-08T00:00:00.000Z,Wildfire,677,DR48567-CA - LA County - DP&R: Charles White Park - Playground Package (tabletop),037-99037-00,G,"Parks, Recreational Facilities, and Other Items",Active,Obligated,Small,Los Angeles County,37,CA,6,109270.25,81952.69,81952.69,2026-01-30T22:15:19.000Z,2026-01-30T22:15:19.000Z,0.0,953319,233906,2026-01-31T15:04:41.959Z,2782d84f6689b67288fbd3fe43c01bec4f4d8e2e
4856,2025-01-08T00:00:00.000Z,Wildfire,979,EPM - EOC 75% CS,037-56000-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,15170.0,11377.5,11377.5,2026-01-30T22:15:21.000Z,2026-01-30T22:15:21.000Z,0.0,961114,233629,2026-01-31T15:04:41.959Z,a89eed0aa53c2047a68ee83f6d1d722711272595
4856,2025-01-08T00:00:00.000Z,Wildfire,461,DR4856-CA - LA County - DPW - WWD - Big Rock Tank 1010 and Big Rock Tank 1200 ,037-99037-00,F,Utilities,Active,Obligated,Small,Los Angeles County,37,CA,6,26427.64,19820.73,19820.73,2026-01-31T05:15:25.000Z,2026-01-31T05:15:25.000Z,0.0,952599,233906,2026-02-01T15:05:10.932Z,4067565840e3271c075bcb15aded7470b6480142
4856,2025-01-08T00:00:00.000Z,Wildfire,709,DR4856-CA - LA County - CAT I Bldg. Code Damages,037-99037-00,I,Building Code Management and Enforcement,Active,Obligated,Small,Los Angeles County,37,CA,6,10408.64,7806.48,7806.48,2026-01-31T05:16:26.000Z,2026-01-31T05:16:26.000Z,0.0,953565,233906,2026-02-01T15:05:10.932Z,21d6ebe0c6ee9b9c178a95e78a77c6513336d1c2
4856,2025-01-08T00:00:00.000Z,Wildfire,813,Sidewalks,037-56000-00,C,Roads and Bridges,Active,Obligated,Small,Los Angeles County,37,CA,6,54940.0,41205.0,41205.0,2026-01-31T05:15:25.000Z,2026-01-31T05:15:25.000Z,0.0,954074,233629,2026-02-01T15:05:10.932Z,d157a6c1cf31481af443f17eb74a7724431012dd
4856,2025-01-08T00:00:00.000Z,Wildfire,840,North Coulter Electrical Panel and Utility Pole,037-06765-00,F,Utilities,Active,Obligated,Small,Los Angeles County,37,CA,6,45336.83,34002.63,34002.63,2026-01-31T05:15:33.000Z,2026-01-31T05:15:33.000Z,0.0,954132,233915,2026-02-01T15:05:10.932Z,7d096c6c3570f02f234a9dcda74872ba46d5be6c
4856,2025-01-08T00:00:00.000Z,Wildfire,809,"LAWC Debris removal from Fair Oaks and Chaney Trail locations, 75% Fed Share",037-06765-00,A,Debris Removal,Active,Obligated,Small,Los Angeles County,37,CA,6,11272.06,8454.05,8454.05,2026-01-31T05:15:24.000Z,2026-01-31T05:15:24.000Z,0.0,954055,233915,2026-02-01T15:05:10.932Z,49025d6e25e5d3ca6f5d8545601c08e10f664d6a
4856,2025-01-08T00:00:00.000Z,Wildfire,832,Parks ,037-56000-00,G,"Parks, Recreational Facilities, and Other Items",Active,Obligated,Small,Los Angeles County,37,CA,6,19743.11,14807.34,14807.34,2026-01-31T05:15:29.000Z,2026-01-31T05:15:29.000Z,0.0,954113,233629,2026-02-01T15:05:10.932Z,fde570883f9ae9abe65be2ab21868857bac87a93
4856,2025-01-08T00:00:00.000Z,Wildfire,839,"LAWC damage at Olive Main Plant, Glenrose & Ware Reservoirs",037-06765-00,F,Utilities,Active,Obligated,Small,Los Angeles County,37,CA,6,26000.0,19500.0,19500.0,2026-01-31T05:16:27.000Z,2026-01-31T05:16:27.000Z,0.0,954131,233915,2026-02-01T15:05:10.932Z,8bcb8792cd7807d7277f5626993dab2985cd7645
4856,2025-01-08T00:00:00.000Z,Wildfire,597,DR4856-CA - LA County DPW - RMD - 006,037-99037-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,98419.52,98419.52,98419.52,2026-02-03T20:15:38.000Z,2026-02-03T20:15:38.000Z,0.0,952978,233906,2026-02-04T15:06:13.270Z,8e0d90cf624842c34a0e6efaf1d837f9b9a365df
4856,2025-01-08T00:00:00.000Z,Wildfire,164,City of Long Beach - City Wide Debris Removal ,037-43000-00,A,Debris Removal,Active,Pending Award,Small,Los Angeles County,37,CA,6,79945.97,59959.48,59959.48,2025-09-12T21:15:26.000Z,2025-09-12T21:15:26.000Z,0.0,949602,233732,2026-02-04T15:06:13.270Z,6816c3e659d2fbeabf5b7526ce636f8de6944293
4856,2025-01-08T00:00:00.000Z,Wildfire,242,RCL&WA Reservoir Components Damage,037-U5Y80-00,F,Utilities,Active,Obligated,Small,Los Angeles County,37,CA,6,52738.39,39553.8,39553.8,2026-02-03T18:15:19.000Z,2026-02-03T18:15:19.000Z,0.0,950505,233888,2026-02-04T15:06:13.270Z,790f6041b0b4d4548b87031ffb2e68b2acf11d21
4856,2025-01-08T00:00:00.000Z,Wildfire,234,Parking lot & light poles,037-U87B6-00,E,Buildings and Equipment,Active,Pending Amendment Request Approval,Small,Los Angeles County,37,CA,6,71798.45,53848.84,53848.84,2025-07-08T04:15:12.000Z,2025-07-08T04:15:12.000Z,0.0,950316,233851,2026-02-05T15:06:19.756Z,bfc984dcd72d996fd75b14c577e3ed280ff7d9db
4856,2025-01-08T00:00:00.000Z,Wildfire,245,RAPID Lifeline Fellowship Christian Center Inc ,037-U87B6-00,E,Buildings and Equipment,Active,Pending Amendment Request Approval,Large,Los Angeles County,37,CA,6,5073012.22,3804759.17,3804759.17,2025-09-17T15:16:51.000Z,2025-09-17T15:16:51.000Z,146371.22,950512,233851,2026-02-05T15:06:19.756Z,776d714e37b263bb8e2e6097e23c0d990ba4f3a9
4856,2025-01-08T00:00:00.000Z,Wildfire,770,DR4856-CA - LA County Sheriff - EPMs - 003,037-99037-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,50382.68,50382.68,50382.68,2026-02-09T20:15:38.000Z,2026-02-09T20:15:38.000Z,0.0,953720,233906,2026-02-10T15:06:46.827Z,c67defa5404186e413f3b8e7d8726dde889cadca
4856,2025-01-08T00:00:00.000Z,Wildfire,192,City of San Gabriel ,037-67042-00,C,Roads and Bridges,Active,Pending Closeout Completion,Small,Los Angeles County,37,CA,6,4114.57,3085.93,3085.93,2025-07-17T04:15:11.000Z,2025-07-17T04:15:11.000Z,0.0,949905,233989,2026-02-13T15:05:16.350Z,ccbf91806b37198f43986a5f8219f5d48eae4c9d
4856,2025-01-08T00:00:00.000Z,Wildfire,606,"DR4856-CA - LA County - DBH - Equipment, Trucks, Trailers, and Vehicles @ Will Rogers Maintenance Yard Repair,",037-99037-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,128516.97,96387.73,96387.73,2026-02-12T05:15:31.000Z,2026-02-12T05:15:31.000Z,0.0,953039,233906,2026-02-13T15:05:16.350Z,d81778dfb5c4efca3398374145d57b3d3d447559
4856,2025-01-08T00:00:00.000Z,Wildfire,759,DR4856-CA - LA County DPW - SWMD East - 009,037-99037-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,40728.29,40728.29,40728.29,2026-02-12T05:15:27.000Z,2026-02-12T05:15:27.000Z,0.0,953709,233906,2026-02-13T15:05:16.350Z,4e7ab339ea62092248e5899f3f3aa6bc98d3da6e
4856,2025-01-08T00:00:00.000Z,Wildfire,1040,City of San Gabriel - Debris Removal Cat A 100% Fed Share (3/3/2025 - 8/29/25),037-67042-00,A,Debris Removal,Active,Pending Closeout Completion,Small,Los Angeles County,37,CA,6,7674.66,7674.66,7674.66,2025-11-17T18:15:19.000Z,2025-11-17T18:15:19.000Z,0.0,965992,233989,2026-02-13T15:05:16.350Z,0021bb5d914f18e7f19d85fb110945209ed43f42
4856,2025-01-08T00:00:00.000Z,Wildfire,190,City of San Gabriel - Debris Removal (01/10/25 - 03/02/25) 75%,037-67042-00,A,Debris Removal,Active,Pending Closeout Completion,Small,Los Angeles County,37,CA,6,70869.22,53151.92,53151.92,2025-09-12T21:15:23.000Z,2025-09-12T21:15:23.000Z,0.0,949903,233989,2026-02-13T15:05:16.350Z,1396899200a8730def9fe5fa40ee8e7bccbf3f8e
4856,2025-01-08T00:00:00.000Z,Wildfire,191,City of San Gabriel - Firefighter Emergency Response  01.07.25 - 07.06.25,037-67042-00,B,Emergency Protective Measures,Active,Pending Closeout Completion,Small,Los Angeles County,37,CA,6,38439.97,38439.97,38439.97,2025-07-25T04:15:18.000Z,2025-07-25T04:15:18.000Z,0.0,949904,233989,2026-02-13T15:05:16.350Z,154f1677474ff1d1f272cbfd570df9276bea679a
4856,2025-01-08T00:00:00.000Z,Wildfire,362,"Building, Equipment & Other",037-06975-00,E,Buildings and Equipment,Active,Pending Closeout Completion,Small,Los Angeles County,37,CA,6,70543.77,52907.83,52907.83,2025-10-03T04:15:12.000Z,2025-10-03T04:15:12.000Z,0.0,951593,233987,2026-02-13T15:05:16.350Z,eba1868cc9fc45f4b22949292819a81521da7ab3
4856,2025-01-08T00:00:00.000Z,Wildfire,552,Pasadena Waldorf School-Emergency Work and Relocation-Donated Resources,037-24821-00,B,Emergency Work Donated Resources,Active,Obligated,Small,Los Angeles County,37,CA,6,1554.23,1165.68,1165.68,2026-02-12T05:15:12.000Z,2026-02-12T05:15:12.000Z,0.0,952893,234009,2026-02-13T15:05:16.350Z,98a1d3d940336d603318ddc264b5dbee09f3ad0b
4856,2025-01-08T00:00:00.000Z,Wildfire,1002,Electrical Panel Repair,037-UB9Q1-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,29896.35,22422.27,22422.27,2026-02-12T05:15:23.000Z,2026-02-12T05:15:23.000Z,0.0,963350,233977,2026-02-13T15:05:16.350Z,9ee7f12005c4aa55b3506b36f9e1dec5b8d05800
4856,2025-01-08T00:00:00.000Z,Wildfire,397,Debris Removal,037-06A29-00,A,Debris Removal,Active,Pending Closeout Completion,Small,Los Angeles County,37,CA,6,53515.82,40136.87,40136.87,2026-01-20T19:15:13.000Z,2026-01-20T19:15:13.000Z,0.0,952316,233873,2026-02-14T15:05:46.648Z,6d2cf6c4c5ee0089dded6ffb109bb8ed113265f9
4856,2025-01-08T00:00:00.000Z,Wildfire,189,District-wide School Damages (WC),037-06A29-00,E,Buildings and Equipment,Active,Pending Closeout Completion,Small,Los Angeles County,37,CA,6,50000.0,37500.0,37500.0,2026-01-23T18:15:46.000Z,2026-01-23T18:15:46.000Z,0.0,949898,233873,2026-02-14T15:05:46.648Z,3ac7e893e68232848d2079677a4a04563435e02e
4856,2025-01-08T00:00:00.000Z,Wildfire,586,DR4856-CA - LA County MedEx - EPMs - 001,037-99037-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,44151.91,44151.91,44151.91,2026-02-19T23:15:16.000Z,2026-02-19T23:15:16.000Z,0.0,952967,233906,2026-02-20T15:05:48.846Z,6dffc0697cd60cb4dcd344d9c6fdb4165966e4fc
4856,2025-01-08T00:00:00.000Z,Wildfire,898,DR4856-CA - LA County - Fire Department - Camp 8 - Administration Building S-1 ,037-99037-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,9600.0,7200.0,7200.0,2026-02-19T23:15:15.000Z,2026-02-19T23:15:15.000Z,0.0,957388,233906,2026-02-20T15:05:48.846Z,7c8c4f3896eb74cdcfe7d1a4fe9dc2969d9612f4
4856,2025-01-08T00:00:00.000Z,Wildfire,1072,TCUSD Management Costs - 4856,037-0D5EA-00,Z,Management Costs,Active,Obligated,Small,Los Angeles County,37,CA,6,7991.73,7991.73,7991.73,2026-02-19T23:15:17.000Z,2026-02-19T23:15:17.000Z,0.0,1064329,233994,2026-02-20T15:05:48.846Z,e58b820fccf299e478927f823c43ab97240bd166
4856,2025-01-08T00:00:00.000Z,Wildfire,1073,Pasadena Rosebud Academy - Management Costs - 4856,037-U1OA9-00,Z,Management Costs,Active,Obligated,Small,Los Angeles County,37,CA,6,250.0,250.0,250.0,2026-02-19T23:15:19.000Z,2026-02-19T23:15:19.000Z,0.0,1065012,233879,2026-02-20T15:05:48.846Z,0ed0ca3a4ebd7c0010169d2b94b353bd62ec2938
4856,2025-01-08T00:00:00.000Z,Wildfire,595,DR4856-CA - LA County DPW - FLEET - 004,037-99037-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,18926.18,18926.18,18926.18,2025-11-19T00:15:20.000Z,2025-11-19T00:15:20.000Z,0.0,952976,233906,2025-11-21T15:06:55.888Z,cd457b91217dd4e5e269e4de3bf74c3c7f6c08cd
4856,2025-01-08T00:00:00.000Z,Wildfire,945,"CCPP - EPM 75% Cleaning, Testing",037-06368-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,131297.6,98473.2,98473.2,2025-11-24T17:15:23.000Z,2025-11-24T17:15:23.000Z,0.0,958810,233961,2025-11-25T15:05:43.311Z,e81ec913e0451bcf4c0fc94ea26c2eef92511134
4856,2025-01-08T00:00:00.000Z,Wildfire,993,Management Costs,000-U8C46-00,Z,Management Costs,Active,Obligated,Small,Statewide,67,CA,6,3711.01,3711.01,3711.01,2025-11-24T17:15:23.000Z,2025-11-24T17:15:23.000Z,0.0,962651,233920,2025-11-25T15:05:43.311Z,15b51c5c7d54789974110b83d88ec14252b17e8d
4856,2025-01-08T00:00:00.000Z,Wildfire,834,New York Median,037-56000-00,G,"Parks, Recreational Facilities, and Other Items",Active,Obligated,Small,Los Angeles County,37,CA,6,89260.06,66945.05,66945.05,2025-11-24T21:15:13.000Z,2025-11-24T21:15:13.000Z,0.0,954115,233629,2025-11-25T15:05:43.311Z,88f3ef2998c01259a5dd2628d7d164b093470808
4856,2025-01-08T00:00:00.000Z,Wildfire,992,Management Costs,037-U9AF9-00,Z,Management Costs,Active,Obligated,Small,Los Angeles County,37,CA,6,896.88,896.88,896.88,2025-11-24T17:15:24.000Z,2025-11-24T17:15:24.000Z,0.0,962643,233859,2025-11-25T15:05:43.311Z,611cde99d3bc4518f7de3d184cad9dc3feeef271
4856,2025-01-08T00:00:00.000Z,Wildfire,724,Cat I - Planning Response ,037-56000-00,I,Building Code Management and Enforcement,Active,Obligated,Small,Los Angeles County,37,CA,6,110789.88,83092.41,83092.41,2025-11-24T21:15:12.000Z,2025-11-24T21:15:12.000Z,0.0,953621,233629,2025-11-25T15:05:43.311Z,1c78a7113afff380a2ccbe3713e192105bb7316a
4856,2025-01-08T00:00:00.000Z,Wildfire,1007,YMCA Contents,037-1CF6B-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,109425.01,82068.76,82068.76,2025-11-24T21:15:14.000Z,2025-11-24T21:15:14.000Z,0.0,963647,234026,2025-11-25T15:05:43.311Z,6658c51373db03937d25961c868d156c0315d969
4856,2025-01-08T00:00:00.000Z,Wildfire,27,District-Wide Cat E Damages,037-U36E7-00,E,Buildings and Equipment,Active,Pending PDMG Project Review,Small,Los Angeles County,37,CA,6,103027.0,77270.25,77270.25,2026-01-30T22:15:13.000Z,2026-01-30T22:15:13.000Z,0.0,824486,233957,2026-03-10T15:05:27.822Z,0daa5fb740601081cfe098c3b81a806253ebd34c
4856,2025-01-08T00:00:00.000Z,Wildfire,476,Sunny Slope Cottage and Tool / Maintenance Shed,037-24306-00,E,Buildings and Equipment,Active,Pending Insurance Peer Review,Small,Los Angeles County,37,CA,6,153558.52,115168.89,115168.89,2026-01-29T19:16:52.000Z,2026-01-29T19:16:52.000Z,19729.93,952677,234024,2026-03-12T15:05:05.730Z,881371e3f45eeef9b258b021d83deb2fabc75f0b
4856,2025-01-08T00:00:00.000Z,Wildfire,560,Citywide Sidewalk damage,037-08954-00,C,Roads and Bridges,Active,Obligated,Small,Los Angeles County,37,CA,6,54649.38,40987.04,40987.04,2025-09-12T21:15:29.000Z,2025-09-12T21:15:29.000Z,0.0,952934,233947,2025-11-06T15:04:31.089Z,b54d620fbdd26a29176d59e57c879e7d2158541a
4856,2025-01-08T00:00:00.000Z,Wildfire,11,City of Temple - Emergency Protective Measures - 100% Fed Share,037-78148-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,9121.43,9121.43,9121.43,2025-06-12T04:15:20.000Z,2025-06-12T04:15:20.000Z,0.0,818367,233620,2025-11-06T15:04:31.089Z,ab78f0447a8244e7ad07ac936563a7f9ee68715f
4856,2025-01-08T00:00:00.000Z,Wildfire,13,City of Santa Monica - Park Fence ,037-70000-00,G,"Parks, Recreational Facilities, and Other Items",Active,Obligated,Small,Los Angeles County,37,CA,6,59080.0,44310.0,44310.0,2025-09-02T20:15:36.000Z,2025-09-02T20:15:36.000Z,0.0,818370,233850,2025-11-06T15:04:31.089Z,98142c95344bee0e961da309284a3cc36fadf470
4856,2025-01-08T00:00:00.000Z,Wildfire,14,City of Temple - Fence Surrounding Park ,037-78148-00,G,"Parks, Recreational Facilities, and Other Items",Active,Obligated,Small,Los Angeles County,37,CA,6,7270.0,5452.5,5452.5,2025-06-12T04:15:16.000Z,2025-06-12T04:15:16.000Z,0.0,818371,233620,2025-11-06T15:04:31.089Z,f93198baed2d282024ff8e45d6309295090fecd2
4856,2025-01-08T00:00:00.000Z,Wildfire,20,Longden/Temple School Bldg. Damages ,037-0D5EA-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,64410.1,48307.58,48307.58,2025-09-02T20:15:37.000Z,2025-09-02T20:15:37.000Z,0.0,818600,233994,2025-11-06T15:04:31.089Z,0adbcaee67316cc816c326f7b91707739b4cf785
4856,2025-01-08T00:00:00.000Z,Wildfire,23,City Of Montebello Debris Removal,037-48816-00,A,Debris Removal,Active,Obligated,Small,Los Angeles County,37,CA,6,11439.66,8579.75,8579.75,2025-09-16T21:15:15.000Z,2025-09-16T21:15:15.000Z,0.0,824242,233607,2025-11-06T15:04:31.089Z,0d1e811d7871fb020e8e4103f5a3b63af95482fb
4856,2025-01-08T00:00:00.000Z,Wildfire,24,City Of Montebello Emergency Protective Measures (01/07/2025 through 02/06/2025 Fed-share 100%),037-48816-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,21783.14,21783.14,21783.14,2025-09-16T21:15:16.000Z,2025-09-16T21:15:16.000Z,0.0,824245,233607,2025-11-06T15:04:31.089Z,31acdaaff34191af140041297bae5efc633620f0
4856,2025-01-08T00:00:00.000Z,Wildfire,29,Office of Enviromental Health Hazard Assessment Debris 75% Cost Share POP 01-26-25 to 2-19-25,000-UUCQV-00,A,Debris Removal,Active,Obligated,Small,Statewide,67,CA,6,29330.2,21997.65,21997.65,2025-09-11T16:15:13.000Z,2025-09-11T16:15:13.000Z,0.0,824675,233972,2025-11-06T15:04:31.089Z,b4cca1067242bb28a7938239d23be45dbe5b49c0
4856,2025-01-08T00:00:00.000Z,Wildfire,31,City of San Fernando - Emergency Protective Measures ,037-66140-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,5637.0,5637.0,5637.0,2025-09-12T21:15:21.000Z,2025-09-12T21:15:21.000Z,0.0,824722,234014,2025-11-06T15:04:31.089Z,2825149c20ea96a632e6f219c39df6d904bfa68c
4856,2025-01-08T00:00:00.000Z,Wildfire,38,City of South Pasadena - Sidewalk and road damage,037-73220-00,C,Roads and Bridges,Active,Obligated,Small,Los Angeles County,37,CA,6,7310.57,5482.93,5482.93,2025-06-12T04:15:12.000Z,2025-06-12T04:15:12.000Z,0.0,825217,233584,2025-11-06T15:04:31.089Z,8c377b7e7818eb452f41075d4f807b6988f80eba
4856,2025-01-08T00:00:00.000Z,Wildfire,39,Golf Course backstop and fencing,037-73220-00,G,"Parks, Recreational Facilities, and Other Items",Active,Obligated,Small,Los Angeles County,37,CA,6,103133.37,77350.03,77350.03,2025-08-14T04:15:36.000Z,2025-08-14T04:15:36.000Z,0.0,825225,233584,2025-11-06T15:04:31.089Z,84354516e8f29321c686a1b7fe7afa40fd409e45
4856,2025-01-08T00:00:00.000Z,Wildfire,59,Privacy fence ,037-09598-00,G,"Parks, Recreational Facilities, and Other Items",Active,Obligated,Small,Los Angeles County,37,CA,6,9112.5,6834.38,6834.38,2025-06-20T21:15:13.000Z,2025-06-20T21:15:13.000Z,0.0,826029,233821,2025-11-06T15:04:31.089Z,c52ee622404149ff26b88c880179124e1375244e
4856,2025-01-08T00:00:00.000Z,Wildfire,60,Emergency Protective Measures SOC/JFO 100% Fed Share,000-URVJE-00,B,Emergency Protective Measures,Active,Pending Closeout Completion,Small,Statewide,89,CA,6,70793.27,70793.27,70793.27,2025-08-21T16:15:12.000Z,2025-08-21T16:15:12.000Z,0.0,826038,233819,2025-11-06T15:04:31.089Z,8f06fe6be5bd1e1edae871bf76e8fdc5dd94556f
4856,2025-01-08T00:00:00.000Z,Wildfire,62,Girls Athletic Leadership Schools-Emergency Protective Measures-100% Fed Share,037-UGGHS-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,13229.18,13229.18,13229.18,2025-08-02T04:15:14.000Z,2025-08-02T04:15:14.000Z,0.0,826290,233916,2025-11-06T15:04:31.089Z,9248339209e18ef164b6042d63d54ce555f99ee8
4856,2025-01-08T00:00:00.000Z,Wildfire,78,California Department of Technology Emergency Protective Measures 100% Cost Share,000-UUAB3-00,B,Emergency Protective Measures,Active,Pending Closeout Completion,Small,Statewide,67,CA,6,399042.13,399042.13,399042.13,2025-08-27T17:15:12.000Z,2025-08-27T17:15:12.000Z,0.0,826737,233985,2025-11-06T15:04:31.089Z,8b97dfc9c14ef02e45f6d3fc639ee707319a74d8
4856,2025-01-08T00:00:00.000Z,Wildfire,80,AMI Water Meter,037-02462-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,69446.3,52084.73,52084.73,2025-06-20T21:15:14.000Z,2025-06-20T21:15:14.000Z,0.0,826766,233811,2025-11-06T15:04:31.089Z,e88c16ea7f2c3bb4741b953c6ab50950a407bbd1
4856,2025-01-08T00:00:00.000Z,Wildfire,92,Alma Fuerte Public School-Campuswide Emergency protective Measures - 100% Fed Share,037-UA5WS-00,B,Emergency Protective Measures,Active,Pending Closeout Completion,Small,Los Angeles County,37,CA,6,20056.41,20056.41,20056.41,2025-06-20T21:15:16.000Z,2025-06-20T21:15:16.000Z,0.0,948372,233788,2025-11-06T15:04:31.089Z,d6cd4f1d69b956cd58678d7e581077e4ab20a555
4856,2025-01-08T00:00:00.000Z,Wildfire,97,Emergency Protective Measures,037-00884-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,58410.38,58410.38,58410.38,2025-09-20T04:15:15.000Z,2025-09-20T04:15:15.000Z,0.0,948523,233896,2025-11-06T15:04:31.089Z,90d2715fcee5d92a6255c36aa162170af487790a
4856,2025-01-08T00:00:00.000Z,Wildfire,102,CalTech/EPM - Air Cleanup - Campus Wide - Completed (100% cost share),037-0837C-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,80984.59,80984.59,80984.59,2025-10-14T20:15:16.000Z,2025-10-14T20:15:16.000Z,0.0,948642,233945,2025-11-06T15:04:31.089Z,79b2b135c73e3039e81e8e9ee4a288be9d279df8
4856,2025-01-08T00:00:00.000Z,Wildfire,106,City of San Marino EOC Costs - 100% Fed Share,037-68224-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,13312.1,13312.1,13312.1,2025-06-12T04:15:18.000Z,2025-06-12T04:15:18.000Z,0.0,948682,233669,2025-11-06T15:04:31.089Z,8ae0ff4c77fba4c8af9e10ee0f1cb8b9049831f2
4856,2025-01-08T00:00:00.000Z,Wildfire,108,ACCD - Building/Equipment Damages - Annex/Ellwood/950 - Estimated (75/25 cost share),037-00212-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,24088.35,18066.27,18066.27,2025-07-23T16:15:28.000Z,2025-07-23T16:15:28.000Z,0.0,948713,233998,2025-11-06T15:04:31.089Z,38d32146cca536db5742a504c398a5cbc051d691
4856,2025-01-08T00:00:00.000Z,Wildfire,110,CalTech - Building Damages - Young Health Center - Estimated (75/25 cost share),037-0837C-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,19015.41,14261.56,14261.56,2025-09-23T21:15:53.000Z,2025-09-23T21:15:53.000Z,0.0,948715,233945,2025-11-06T15:04:31.089Z,562c2ee9d251bfb716ccb3e43da128afa73c0726
4856,2025-01-08T00:00:00.000Z,Wildfire,124,City of Azusa - Sidewalk Damages ,037-03386-00,C,Roads and Bridges,Active,Obligated,Small,Los Angeles County,37,CA,6,31279.43,23459.58,23459.58,2025-07-17T04:15:12.000Z,2025-07-17T04:15:12.000Z,0.0,948870,233946,2025-11-06T15:04:31.089Z,0e8ba53715a865981424649780ccfbe3d7b21fe2
4856,2025-01-08T00:00:00.000Z,Wildfire,129,Debris Removal 100% Completed Cost Share 75%,037-UTSD6-00,A,Debris Removal,Active,Obligated,Small,Los Angeles County,37,CA,6,10000.0,7500.0,7500.0,2025-07-08T04:15:14.000Z,2025-07-08T04:15:14.000Z,0.0,948956,233745,2025-11-06T15:04:31.089Z,92375b35498eda6b1350db327b4ec7535dc4da5b
4856,2025-01-08T00:00:00.000Z,Wildfire,133,Fencing and glass repairs,037-UOFGQ-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,11546.63,8659.98,8659.98,2025-06-12T04:15:12.000Z,2025-06-12T04:15:12.000Z,0.0,948977,233733,2025-11-06T15:04:31.089Z,7b0e5eb19c71f7904570432402df1a45c1254deb
4856,2025-01-08T00:00:00.000Z,Wildfire,134,Bus stop signs,037-UOFGQ-00,C,Roads and Bridges,Active,Obligated,Small,Los Angeles County,37,CA,6,31450.0,23587.5,23587.5,2025-10-03T04:15:14.000Z,2025-10-03T04:15:14.000Z,0.0,948979,233733,2025-11-06T15:04:31.089Z,c96e80594614eeb4cffef5c2e6e381cccff72ae3
4856,2025-01-08T00:00:00.000Z,Wildfire,146,Mandeville Canyon-Mudslide Protection Measures 2/12/2025 to 2/14/2025 100% Fed Share ,037-UZRER-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,47034.0,47034.0,47034.0,2025-07-01T04:15:19.000Z,2025-07-01T04:15:19.000Z,0.0,949231,233583,2025-11-06T15:04:31.089Z,229c0fa84bb6a94fde4fb750222c87e65229f0fa
4856,2025-01-08T00:00:00.000Z,Wildfire,147,EPM - Culver City,037-UJN9C-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,53215.38,53215.38,53215.38,2025-07-01T04:15:19.000Z,2025-07-01T04:15:19.000Z,0.0,949251,234022,2025-11-06T15:04:31.089Z,7b404e73a3bad42971759428b4fa1c33faa250c3
4856,2025-01-08T00:00:00.000Z,Wildfire,161,Palisades Fire Response 100% Fed Share,000-UB8DQ-00,B,Emergency Protective Measures,Active,Obligated,Small,Statewide,67,CA,6,35380.95,35380.95,35380.95,2025-08-02T04:15:17.000Z,2025-08-02T04:15:17.000Z,0.0,949597,233822,2025-11-06T15:04:31.089Z,1c8a6c0ececdc838066be7a272793e826ae1e457
